Employee Name,Manager Name,Email,Date of Hire,Store,Shift Start,Shift End,Station,Hourly Pay Rate
"Church, Joshua","Carter, Karen",joshua.church@abcfoodmart.com,2024-03-03,ABC Foodmart - Whitestone,2025-10-30 00:00,2025-10-30 00:00,customer service,14.59
"Gonzalez, Michele","Hoffman, Tina",michele.gonzalez@abcfoodmart.com,2023-09-23,ABC Foodmart - Whitestone,2025-03-03 00:00,2025-03-03 00:00,fresh produce,19.67
"Burns, Kendra","Carter, Karen",kendra.burns@abcfoodmart.com,2022-12-13,ABC Foodmart - Tribeca,2024-09-24 00:00,2024-09-24 00:00,fresh produce,17.22
"Werner, Kara","Waller, Chad",kara.werner@abcfoodmart.com,2023-10-12,ABC Foodmart - DUMBO,2025-07-11 00:00,2025-07-11 00:00,dry goods,12.99
"Glover, Michelle","Moran, John",michelle.glover@abcfoodmart.com,2022-08-25,ABC Foodmart - Tribeca,2024-06-30 00:00,2024-06-30 00:00,floral,16.30
"Wood, Joshua","Farrell, Christopher",joshua.wood@abcfoodmart.com,2022-11-26,ABC Foodmart - Staten Island,2024-12-21 00:00,2024-12-21 00:00,dry goods,19.02
"Kramer, Veronica","Carter, Karen",veronica.kramer@abcfoodmart.com,2023-03-28,ABC Foodmart - Whitestone,2024-11-12 00:00,2024-11-12 00:00,deli,16.04
"Mckenzie, William","Johnston, William",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - Bay Ridge,2024-07-30 00:00,2024-07-30 00:00,dairy,14.80
"Nguyen, Richard","Carter, Karen",richard.nguyen@abcfoodmart.com,2022-09-27,ABC Foodmart - Whitestone,2024-05-23 00:00,2024-05-23 00:00,customer service,14.24
"Glover, Michelle","Cooper, Robert",michelle.glover@abcfoodmart.com,2022-08-25,ABC Foodmart - Tribeca,2024-07-28 00:00,2024-07-28 00:00,dry goods,13.67
"Spears, Erin","Carter, Karen",erin.spears@abcfoodmart.com,2023-07-30,ABC Foodmart - Tribeca,2025-05-22 00:00,2025-05-22 00:00,fresh produce,13.07
"Horton, Ashley","Compton, Jeffrey",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - Bay Ridge,2025-10-10 00:00,2025-10-10 00:00,fresh produce,14.54
"Walters, Jay","Hoffman, Tina",jay.walters@abcfoodmart.com,2023-12-17,ABC Foodmart - Whitestone,2026-04-05 00:00,2026-04-05 00:00,frozen foods,14.68
"Gross, Andrew","Moran, John",andrew.gross@abcfoodmart.com,2022-04-30,ABC Foodmart - Bay Ridge,2023-08-06 00:00,2023-08-06 00:00,bakery,12.92
"Carroll, Eric","Hoffman, Tina",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - Bay Ridge,2025-01-08 00:00,2025-01-08 00:00,bakery,13.07
"Torres, Steven","Ellis, Grant",steven.torres@abcfoodmart.com,2023-05-10,ABC Foodmart - Bay Ridge,2024-10-12 00:00,2024-10-12 00:00,cashier,19.28
"Torres, Steven","Carter, Karen",steven.torres@abcfoodmart.com,2023-05-10,ABC Foodmart - Tribeca,2024-11-06 00:00,2024-11-06 00:00,dry goods,19.04
"Perry, Andrea","Waller, Chad",andrea.perry@abcfoodmart.com,2023-05-05,ABC Foodmart - Staten Island,2024-11-19 00:00,2024-11-19 00:00,deli,13.46
"Nguyen, Richard","David, Mr.",richard.nguyen@abcfoodmart.com,2022-09-27,ABC Foodmart - Whitestone,2024-06-20 00:00,2024-06-20 00:00,dry goods,18.07
"Gardner, Laura","Moran, John",laura.gardner@abcfoodmart.com,2023-09-04,ABC Foodmart - DUMBO,2025-05-06 00:00,2025-05-06 00:00,cashier,17.02
"Dodson, Courtney","Cooper, Robert",courtney.dodson@abcfoodmart.com,2023-01-10,ABC Foodmart - Tribeca,2024-08-24 00:00,2024-08-24 00:00,dry goods,19.67
"Foster, Kenneth","Ellis, Grant",kenneth.foster@abcfoodmart.com,2023-04-23,ABC Foodmart - Tribeca,2024-11-09 00:00,2024-11-09 00:00,meats,17.27
"Kerr, Jason","Johnston, William",jason.kerr@abcfoodmart.com,2022-11-21,ABC Foodmart - Bay Ridge,2024-06-02 00:00,2024-06-02 00:00,meats,18.59
"Moon, James","Moran, John",james.moon@abcfoodmart.com,2023-10-20,ABC Foodmart - Bay Ridge,2025-04-11 00:00,2025-04-11 00:00,seafood,18.48
"Love, Thomas","Moran, John",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - DUMBO,2026-02-19 00:00,2026-02-19 00:00,floral,13.33
"Jackson, Michael","Ellis, Grant",michael.jackson@abcfoodmart.com,2022-10-31,ABC Foodmart - Whitestone,2024-03-05 00:00,2024-03-05 00:00,cashier,19.58
"Randolph, Emily","Carter, Karen",emily.randolph@abcfoodmart.com,2023-03-09,ABC Foodmart - Staten Island,2024-09-04 00:00,2024-09-04 00:00,pharmacy,12.82
"Gardner, Laura","Johnston, William",laura.gardner@abcfoodmart.com,2023-09-04,ABC Foodmart - DUMBO,2025-05-28 00:00,2025-05-28 00:00,frozen foods,13.52
"Kramer, Veronica","David, Mr.",veronica.kramer@abcfoodmart.com,2023-03-28,ABC Foodmart - Whitestone,2024-11-26 00:00,2024-11-26 00:00,pharmacy,13.62
"Thompson, Matthew","Johnston, William",matthew.thompson@abcfoodmart.com,2022-04-22,ABC Foodmart - Staten Island,2023-09-22 00:00,2023-09-22 00:00,dairy,18.11
"Tate, Harry","Cooper, Robert",harry.tate@abcfoodmart.com,2022-09-18,ABC Foodmart - Tribeca,2024-04-19 00:00,2024-04-19 00:00,cashier,16.91
"White, Kenneth","Johnston, William",kenneth.white@abcfoodmart.com,2023-01-22,ABC Foodmart - DUMBO,2025-03-17 00:00,2025-03-17 00:00,dry goods,16.99
"Burns, Kendra","David, Mr.",kendra.burns@abcfoodmart.com,2022-12-13,ABC Foodmart - Tribeca,2024-10-13 00:00,2024-10-13 00:00,deli,18.47
"Hull, Shane","David, Mr.",shane.hull@abcfoodmart.com,2024-01-09,ABC Foodmart - Bay Ridge,2025-08-25 00:00,2025-08-25 00:00,frozen foods,18.45
"Smith, Diana","Cooper, Robert",diana.smith@abcfoodmart.com,2023-05-31,ABC Foodmart - Bay Ridge,2025-01-15 00:00,2025-01-15 00:00,fresh produce,12.20
"Meyer, James","Hoffman, Tina",james.meyer@abcfoodmart.com,2022-05-02,ABC Foodmart - DUMBO,2024-06-05 00:00,2024-06-05 00:00,meats,13.69
"Blanchard, Ricky","Williams, Gina",ricky.blanchard@abcfoodmart.com,2023-05-23,ABC Foodmart - Bay Ridge,2024-12-29 00:00,2024-12-29 00:00,floral,14.99
"Kerr, Jason","Williams, Gina",jason.kerr@abcfoodmart.com,2022-11-21,ABC Foodmart - DUMBO,2024-06-28 00:00,2024-06-28 00:00,floral,14.06
"Marquez, Jeffrey","David, Mr.",jeffrey.marquez@abcfoodmart.com,2023-02-19,ABC Foodmart - Staten Island,2024-08-31 00:00,2024-08-31 00:00,meats,18.40
"Roach, Christine","Compton, Jeffrey",christine.roach@abcfoodmart.com,2023-10-15,ABC Foodmart - Tribeca,2025-05-08 00:00,2025-05-08 00:00,dry goods,12.35
"Alvarez, Brenda","Compton, Jeffrey",brenda.alvarez@abcfoodmart.com,2023-11-16,ABC Foodmart - Whitestone,2025-07-08 00:00,2025-07-08 00:00,frozen foods,18.32
"Werner, Kara","Carter, Karen",kara.werner@abcfoodmart.com,2023-10-12,ABC Foodmart - Whitestone,2025-07-26 00:00,2025-07-26 00:00,deli,18.15
"Brown, Lisa","Hoffman, Tina",lisa.brown@abcfoodmart.com,2022-08-18,ABC Foodmart - Tribeca,2024-01-08 00:00,2024-01-08 00:00,seafood,12.85
"Day, Natasha","Flores, Angela",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - Whitestone,2024-12-18 00:00,2024-12-18 00:00,frozen foods,14.00
"Moyer, Steven","Ellis, Grant",steven.moyer@abcfoodmart.com,2022-12-26,ABC Foodmart - Bay Ridge,2023-11-13 00:00,2023-11-13 00:00,seafood,18.01
"Owens, Jeffrey","Farrell, Christopher",jeffrey.owens@abcfoodmart.com,2022-05-03,ABC Foodmart - Tribeca,2023-07-30 00:00,2023-07-30 00:00,bakery,12.36
"Kerr, Jason","Farrell, Christopher",jason.kerr@abcfoodmart.com,2022-11-21,ABC Foodmart - Tribeca,2024-06-29 00:00,2024-06-29 00:00,cashier,17.85
"Waters, Julie","Ellis, Grant",julie.waters@abcfoodmart.com,2023-05-20,ABC Foodmart - Bay Ridge,2024-12-19 00:00,2024-12-19 00:00,bakery,15.22
"Walters, Jay","David, Mr.",jay.walters@abcfoodmart.com,2023-12-17,ABC Foodmart - DUMBO,2026-04-20 00:00,2026-04-20 00:00,fresh produce,17.90
"Shah, Amanda","Carter, Karen",amanda.shah@abcfoodmart.com,2023-10-07,ABC Foodmart - Bay Ridge,2025-08-12 00:00,2025-08-12 00:00,dry goods,14.78
"Torres, Steven","Johnston, William",steven.torres@abcfoodmart.com,2023-05-10,ABC Foodmart - DUMBO,2024-11-17 00:00,2024-11-17 00:00,seafood,18.10
"Herrera, Spencer","Flores, Angela",spencer.herrera@abcfoodmart.com,2023-01-16,ABC Foodmart - DUMBO,2024-04-08 00:00,2024-04-08 00:00,frozen foods,19.28
"Gross, Andrew","Waller, Chad",andrew.gross@abcfoodmart.com,2022-04-30,ABC Foodmart - DUMBO,2023-08-27 00:00,2023-08-27 00:00,cashier,19.25
"Payne, Samantha","Farrell, Christopher",samantha.payne@abcfoodmart.com,2024-04-06,ABC Foodmart - Staten Island,2025-10-26 00:00,2025-10-26 00:00,dry goods,12.19
"Herrera, Spencer","Cooper, Robert",spencer.herrera@abcfoodmart.com,2023-01-16,ABC Foodmart - Tribeca,2024-05-06 00:00,2024-05-06 00:00,bakery,13.49
"Hayes, Brandon","Moran, John",brandon.hayes@abcfoodmart.com,2022-09-28,ABC Foodmart - Tribeca,2024-03-07 00:00,2024-03-07 00:00,floral,19.62
"Manning, Maria","Cooper, Robert",maria.manning@abcfoodmart.com,2022-11-16,ABC Foodmart - Tribeca,2024-08-17 00:00,2024-08-17 00:00,meats,19.57
"Carroll, Eric","Farrell, Christopher",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - Staten Island,2025-01-13 00:00,2025-01-13 00:00,pharmacy,14.87
"Smith, Brandy","Hoffman, Tina",brandy.smith@abcfoodmart.com,2023-12-26,ABC Foodmart - Whitestone,2025-11-27 00:00,2025-11-27 00:00,customer service,16.88
"Horton, Ashley","Cooper, Robert",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - Bay Ridge,2025-10-28 00:00,2025-10-28 00:00,meats,18.58
"Werner, Kara","David, Mr.",kara.werner@abcfoodmart.com,2023-10-12,ABC Foodmart - Staten Island,2025-08-11 00:00,2025-08-11 00:00,dairy,15.57
"Galvan, Lori","Farrell, Christopher",lori.galvan@abcfoodmart.com,2022-05-24,ABC Foodmart - Staten Island,2023-09-14 00:00,2023-09-14 00:00,dry goods,17.09
"Chen, Kathleen","Compton, Jeffrey",kathleen.chen@abcfoodmart.com,2024-02-03,ABC Foodmart - Whitestone,2025-05-09 00:00,2025-05-09 00:00,dairy,12.35
"Hull, Shane","Williams, Gina",shane.hull@abcfoodmart.com,2024-01-09,ABC Foodmart - Whitestone,2025-09-07 00:00,2025-09-07 00:00,fresh produce,13.37
"Pena, Johnathan","Williams, Gina",johnathan.pena@abcfoodmart.com,2023-02-22,ABC Foodmart - Staten Island,2024-08-16 00:00,2024-08-16 00:00,customer service,17.83
"Wells, Monica","Flores, Angela",monica.wells@abcfoodmart.com,2024-03-12,ABC Foodmart - Staten Island,2025-09-20 00:00,2025-09-20 00:00,floral,12.70
"Meyer, James","David, Mr.",james.meyer@abcfoodmart.com,2022-05-02,ABC Foodmart - DUMBO,2024-06-28 00:00,2024-06-28 00:00,floral,17.44
"Alvarez, Brenda","Ellis, Grant",brenda.alvarez@abcfoodmart.com,2023-11-16,ABC Foodmart - Staten Island,2025-07-13 00:00,2025-07-13 00:00,fresh produce,12.97
"Jones, Evelyn","David, Mr.",evelyn.jones@abcfoodmart.com,2024-02-25,ABC Foodmart - Tribeca,2025-10-19 00:00,2025-10-19 00:00,floral,16.16
"Chen, Kathleen","Cooper, Robert",kathleen.chen@abcfoodmart.com,2024-02-03,ABC Foodmart - Staten Island,2025-05-21 00:00,2025-05-21 00:00,customer service,17.42
"Hayes, Brandon","Hoffman, Tina",brandon.hayes@abcfoodmart.com,2022-09-28,ABC Foodmart - Whitestone,2024-03-14 00:00,2024-03-14 00:00,floral,13.56
"Bennett, Alec","Moran, John",alec.bennett@abcfoodmart.com,2023-10-03,ABC Foodmart - Staten Island,2025-02-07 00:00,2025-02-07 00:00,customer service,17.72
"Bradley, Rita","Carter, Karen",rita.bradley@abcfoodmart.com,2023-08-06,ABC Foodmart - Tribeca,2025-01-25 00:00,2025-01-25 00:00,floral,15.74
"Perry, Andrea","Hoffman, Tina",andrea.perry@abcfoodmart.com,2023-05-05,ABC Foodmart - Bay Ridge,2024-12-15 00:00,2024-12-15 00:00,bakery,16.49
"Chambers, Jeffrey","Johnston, William",jeffrey.chambers@abcfoodmart.com,2022-09-29,ABC Foodmart - Tribeca,2024-03-10 00:00,2024-03-10 00:00,frozen foods,13.97
"Atkinson, Gary","Moran, John",gary.atkinson@abcfoodmart.com,2022-05-24,ABC Foodmart - Tribeca,2024-02-06 00:00,2024-02-06 00:00,customer service,13.87
"Alvarez, Brenda","Waller, Chad",brenda.alvarez@abcfoodmart.com,2023-11-16,ABC Foodmart - Bay Ridge,2025-08-05 00:00,2025-08-05 00:00,dry goods,18.70
"Campbell, Brittany","Williams, Gina",brittany.campbell@abcfoodmart.com,2023-03-25,ABC Foodmart - Whitestone,2024-11-01 00:00,2024-11-01 00:00,dairy,13.18
"Hayes, Brandon","Flores, Angela",brandon.hayes@abcfoodmart.com,2022-09-28,ABC Foodmart - Staten Island,2024-03-17 00:00,2024-03-17 00:00,pharmacy,16.56
"Hayes, Brandon","David, Mr.",brandon.hayes@abcfoodmart.com,2022-09-28,ABC Foodmart - Whitestone,2024-03-26 00:00,2024-03-26 00:00,dairy,15.68
"Riley, Ashley","Compton, Jeffrey",ashley.riley@abcfoodmart.com,2022-08-17,ABC Foodmart - Bay Ridge,2024-08-19 00:00,2024-08-19 00:00,deli,19.75
"Jones, Michael","Cooper, Robert",michael.jones@abcfoodmart.com,2023-01-19,ABC Foodmart - DUMBO,2024-04-03 00:00,2024-04-03 00:00,dry goods,12.78
"Brown, Lisa","David, Mr.",lisa.brown@abcfoodmart.com,2022-08-18,ABC Foodmart - Tribeca,2024-01-18 00:00,2024-01-18 00:00,deli,17.74
"Jackson, Michael","Williams, Gina",michael.jackson@abcfoodmart.com,2022-10-31,ABC Foodmart - Bay Ridge,2024-03-18 00:00,2024-03-18 00:00,dry goods,17.38
"Campbell, Bethany","Waller, Chad",bethany.campbell@abcfoodmart.com,2023-10-07,ABC Foodmart - Tribeca,2024-12-27 00:00,2024-12-27 00:00,deli,14.06
"Kerr, Jason","Cooper, Robert",jason.kerr@abcfoodmart.com,2022-11-21,ABC Foodmart - Bay Ridge,2024-07-15 00:00,2024-07-15 00:00,customer service,14.19
"Conrad, Frederick","Moran, John",frederick.conrad@abcfoodmart.com,2023-11-24,ABC Foodmart - DUMBO,2025-10-19 00:00,2025-10-19 00:00,frozen foods,14.76
"Carroll, Eric","David, Mr.",eric.carroll@abcfoodmart.com,2022-12-26,ABC Foodmart - Staten Island,2025-01-22 00:00,2025-01-22 00:00,floral,12.46
"Jackson, Michael","Ellis, Grant",michael.jackson@abcfoodmart.com,2022-10-31,ABC Foodmart - Bay Ridge,2024-04-09 00:00,2024-04-09 00:00,cashier,12.64
"Mckenzie, William","Cooper, Robert",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - Tribeca,2024-08-14 00:00,2024-08-14 00:00,frozen foods,18.26
"Mckinney, Marcus","Moran, John",marcus.mckinney@abcfoodmart.com,2022-08-14,ABC Foodmart - DUMBO,2024-07-17 00:00,2024-07-17 00:00,deli,17.20
"Brooks, Renee","Flores, Angela",renee.brooks@abcfoodmart.com,2023-07-15,ABC Foodmart - Staten Island,2025-01-20 00:00,2025-01-20 00:00,floral,17.18
"Meyer, James","Johnston, William",james.meyer@abcfoodmart.com,2022-05-02,ABC Foodmart - DUMBO,2024-07-21 00:00,2024-07-21 00:00,bakery,12.12
"Moon, James","Cooper, Robert",james.moon@abcfoodmart.com,2023-10-20,ABC Foodmart - DUMBO,2025-05-08 00:00,2025-05-08 00:00,deli,13.83
"Gardner, Laura","Moran, John",laura.gardner@abcfoodmart.com,2023-09-04,ABC Foodmart - Tribeca,2025-05-29 00:00,2025-05-29 00:00,dairy,17.25
"Johnson, Samantha","Cooper, Robert",samantha.johnson@abcfoodmart.com,2023-01-16,ABC Foodmart - Tribeca,2025-02-03 00:00,2025-02-03 00:00,meats,16.79
"Day, Natasha","Cooper, Robert",natasha.day@abcfoodmart.com,2023-08-02,ABC Foodmart - DUMBO,2025-01-01 00:00,2025-01-01 00:00,seafood,18.87
"Perry, Andrea","Carter, Karen",andrea.perry@abcfoodmart.com,2023-05-05,ABC Foodmart - Bay Ridge,2024-12-16 00:00,2024-12-16 00:00,customer service,13.53
"Harrell, Angie","Carter, Karen",angie.harrell@abcfoodmart.com,2023-06-01,ABC Foodmart - Tribeca,2025-03-05 00:00,2025-03-05 00:00,bakery,14.39
"Church, Joshua","Flores, Angela",joshua.church@abcfoodmart.com,2024-03-03,ABC Foodmart - Staten Island,2025-11-03 00:00,2025-11-03 00:00,dry goods,18.41
"Conrad, Frederick","Compton, Jeffrey",frederick.conrad@abcfoodmart.com,2023-11-24,ABC Foodmart - Bay Ridge,2025-11-17 00:00,2025-11-17 00:00,dairy,16.37
"Randolph, Emily","Cooper, Robert",emily.randolph@abcfoodmart.com,2023-03-09,ABC Foodmart - Tribeca,2024-09-09 00:00,2024-09-09 00:00,dairy,12.70
"Hughes, Christopher","David, Mr.",christopher.hughes@abcfoodmart.com,2022-09-01,ABC Foodmart - DUMBO,2024-06-13 00:00,2024-06-13 00:00,cashier,15.01
"Love, Thomas","Compton, Jeffrey",thomas.love@abcfoodmart.com,2024-02-18,ABC Foodmart - Bay Ridge,2026-03-02 00:00,2026-03-02 00:00,fresh produce,12.33
"Jackson, Michael","Cooper, Robert",michael.jackson@abcfoodmart.com,2022-10-31,ABC Foodmart - DUMBO,2024-04-30 00:00,2024-04-30 00:00,fresh produce,19.20
"Perry, Andrea","Johnston, William",andrea.perry@abcfoodmart.com,2023-05-05,ABC Foodmart - Bay Ridge,2024-12-18 00:00,2024-12-18 00:00,fresh produce,13.33
"Mckenzie, William","Williams, Gina",william.mckenzie@abcfoodmart.com,2023-01-04,ABC Foodmart - Bay Ridge,2024-08-17 00:00,2024-08-17 00:00,cashier,15.28
"Torres, Steven","Carter, Karen",steven.torres@abcfoodmart.com,2023-05-10,ABC Foodmart - Tribeca,2024-11-26 00:00,2024-11-26 00:00,frozen foods,15.05
"Moore, Jason","Carter, Karen",jason.moore@abcfoodmart.com,2023-07-11,ABC Foodmart - Staten Island,2025-04-01 00:00,2025-04-01 00:00,seafood,13.11
"Galvan, Lori","Williams, Gina",lori.galvan@abcfoodmart.com,2022-05-24,ABC Foodmart - DUMBO,2023-10-01 00:00,2023-10-01 00:00,cashier,14.24
"Owens, Jeffrey","Compton, Jeffrey",jeffrey.owens@abcfoodmart.com,2022-05-03,ABC Foodmart - Staten Island,2023-08-27 00:00,2023-08-27 00:00,frozen foods,15.58
"Terri, Mrs.","Compton, Jeffrey",mrs..terri@abcfoodmart.com,2022-09-23,ABC Foodmart - Bay Ridge,2024-06-22 00:00,2024-06-22 00:00,frozen foods,15.58
"Nichols, Mitchell","Cooper, Robert",mitchell.nichols@abcfoodmart.com,2022-09-30,ABC Foodmart - Tribeca,2023-11-24 00:00,2023-11-24 00:00,frozen foods,12.80
"Jones, Christopher","Hoffman, Tina",christopher.jones@abcfoodmart.com,2022-05-19,ABC Foodmart - Staten Island,2024-01-30 00:00,2024-01-30 00:00,cashier,16.73
"Frederick, Evan","Ellis, Grant",evan.frederick@abcfoodmart.com,2023-02-24,ABC Foodmart - Whitestone,2024-04-10 00:00,2024-04-10 00:00,floral,13.10
"Gardner, Laura","Compton, Jeffrey",laura.gardner@abcfoodmart.com,2023-09-04,ABC Foodmart - Whitestone,2025-06-07 00:00,2025-06-07 00:00,seafood,15.31
"Church, Joshua","David, Mr.",joshua.church@abcfoodmart.com,2024-03-03,ABC Foodmart - Whitestone,2025-11-28 00:00,2025-11-28 00:00,fresh produce,16.72
"Meyer, James","Compton, Jeffrey",james.meyer@abcfoodmart.com,2022-05-02,ABC Foodmart - DUMBO,2024-08-08 00:00,2024-08-08 00:00,fresh produce,14.49
"Chen, Kathleen","Johnston, William",kathleen.chen@abcfoodmart.com,2024-02-03,ABC Foodmart - Staten Island,2025-05-31 00:00,2025-05-31 00:00,deli,13.23
"Thompson, Andrea","Carter, Karen",andrea.thompson@abcfoodmart.com,2023-01-06,ABC Foodmart - Bay Ridge,2024-07-26 00:00,2024-07-26 00:00,fresh produce,19.30
"Galvan, Lori","Flores, Angela",lori.galvan@abcfoodmart.com,2022-05-24,ABC Foodmart - Tribeca,2023-10-30 00:00,2023-10-30 00:00,customer service,19.92
"Chen, Kathleen","Williams, Gina",kathleen.chen@abcfoodmart.com,2024-02-03,ABC Foodmart - Tribeca,2025-06-11 00:00,2025-06-11 00:00,frozen foods,19.76
"Jones, Evelyn","Moran, John",evelyn.jones@abcfoodmart.com,2024-02-25,ABC Foodmart - Staten Island,2025-10-22 00:00,2025-10-22 00:00,pharmacy,19.96
"Waters, Julie","Moran, John",julie.waters@abcfoodmart.com,2023-05-20,ABC Foodmart - Bay Ridge,2024-12-28 00:00,2024-12-28 00:00,dry goods,17.40
"Horton, Ashley","Compton, Jeffrey",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - Whitestone,2025-11-02 00:00,2025-11-02 00:00,cashier,17.27
"Davis, Jennifer","Williams, Gina",jennifer.davis@abcfoodmart.com,2023-11-03,ABC Foodmart - DUMBO,2025-09-24 00:00,2025-09-24 00:00,customer service,19.93
"Frederick, Evan","Compton, Jeffrey",evan.frederick@abcfoodmart.com,2023-02-24,ABC Foodmart - Tribeca,2024-05-01 00:00,2024-05-01 00:00,deli,19.92
"Martin, Monica","Hoffman, Tina",monica.martin@abcfoodmart.com,2023-11-23,ABC Foodmart - Whitestone,2026-02-23 00:00,2026-02-23 00:00,seafood,12.04
"Long, Kirsten","Moran, John",kirsten.long@abcfoodmart.com,2024-02-24,ABC Foodmart - DUMBO,2026-01-01 00:00,2026-01-01 00:00,deli,13.20
"Colon, Lindsey","Johnston, William",lindsey.colon@abcfoodmart.com,2023-02-16,ABC Foodmart - Staten Island,2025-01-04 00:00,2025-01-04 00:00,deli,13.09
"Marquez, Jeffrey","Hoffman, Tina",jeffrey.marquez@abcfoodmart.com,2023-02-19,ABC Foodmart - Staten Island,2024-09-29 00:00,2024-09-29 00:00,floral,13.35
"Marquez, Jeffrey","Flores, Angela",jeffrey.marquez@abcfoodmart.com,2023-02-19,ABC Foodmart - Whitestone,2024-10-01 00:00,2024-10-01 00:00,customer service,16.70
"Spears, Erin","Hoffman, Tina",erin.spears@abcfoodmart.com,2023-07-30,ABC Foodmart - DUMBO,2025-06-09 00:00,2025-06-09 00:00,customer service,14.75
"Smith, Diana","Carter, Karen",diana.smith@abcfoodmart.com,2023-05-31,ABC Foodmart - Whitestone,2025-01-21 00:00,2025-01-21 00:00,bakery,13.04
"Church, Joshua","David, Mr.",joshua.church@abcfoodmart.com,2024-03-03,ABC Foodmart - Staten Island,2025-12-16 00:00,2025-12-16 00:00,pharmacy,13.78
"Wilson, Jill","Ellis, Grant",jill.wilson@abcfoodmart.com,2022-12-06,ABC Foodmart - Whitestone,2024-09-16 00:00,2024-09-16 00:00,cashier,16.35
"Bennett, Alec","David, Mr.",alec.bennett@abcfoodmart.com,2023-10-03,ABC Foodmart - Tribeca,2025-02-13 00:00,2025-02-13 00:00,meats,14.95
"Werner, Kara","Moran, John",kara.werner@abcfoodmart.com,2023-10-12,ABC Foodmart - Bay Ridge,2025-09-04 00:00,2025-09-04 00:00,cashier,17.86
"Jackson, Michael","Williams, Gina",michael.jackson@abcfoodmart.com,2022-10-31,ABC Foodmart - DUMBO,2024-05-16 00:00,2024-05-16 00:00,customer service,19.49
"Chambers, Jeffrey","Compton, Jeffrey",jeffrey.chambers@abcfoodmart.com,2022-09-29,ABC Foodmart - Staten Island,2024-03-23 00:00,2024-03-23 00:00,dairy,18.32
"Warren, Timothy","Williams, Gina",timothy.warren@abcfoodmart.com,2022-12-27,ABC Foodmart - Whitestone,2025-01-14 00:00,2025-01-14 00:00,bakery,18.11
"Burns, Kendra","Cooper, Robert",kendra.burns@abcfoodmart.com,2022-12-13,ABC Foodmart - Bay Ridge,2024-11-04 00:00,2024-11-04 00:00,cashier,14.15
"Kramer, Veronica","Farrell, Christopher",veronica.kramer@abcfoodmart.com,2023-03-28,ABC Foodmart - Bay Ridge,2024-12-22 00:00,2024-12-22 00:00,frozen foods,13.82
"Horton, Ashley","Farrell, Christopher",ashley.horton@abcfoodmart.com,2024-01-24,ABC Foodmart - Bay Ridge,2025-11-19 00:00,2025-11-19 00:00,meats,15.90
"Herrera, Spencer","Flores, Angela",spencer.herrera@abcfoodmart.com,2023-01-16,ABC Foodmart - Bay Ridge,2024-05-13 00:00,2024-05-13 00:00,deli,12.47
"Bennett, Alec","David, Mr.",alec.bennett@abcfoodmart.com,2023-10-03,ABC Foodmart - Tribeca,2025-03-09 00:00,2025-03-09 00:00,fresh produce,16.42
